latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,actiontype2,actionparam2,actiontype3,actionparam3,actiontype4,actionparam4,actiontype5,actionparam5,actiontype6,actionparam6,actiontype7,actionparam7,actiontype8,actionparam8,actiontype9,actionparam9,actiontype10,actionparam10,actiontype11,actionparam11,actiontype12,actionparam12,actiontype13,actionparam13,actiontype14,actionparam14,actiontype15,actionparam15,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode,photo_timeinterval,photo_distinterval
43.7751315432874,11.25136163175067,40,92,0.20000000298023224,0,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775088557634405,11.253447086608794,45,1,-1,-1
43.7762207898697,11.25338206538291,40,178,82.54460144042969,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775088557634405,11.253447086608794,45,1,-1,-1
43.77542287151805,11.255908706274939,40,259,85,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775088557634405,11.253447086608794,45,1,-1,-1
43.774359271735,11.258412877086972,40,223,59,0,0,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.77322305710653,11.256935299712877,55,0,-1,-1
43.77295511344787,11.258866168899777,40,281,62.740962982177734,0,0,4,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.77322305710653,11.256935299712877,55,0,-1,-1
43.77165551823121,11.257023492817257,40,358,122,0,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.77322305710653,11.256935299712877,55,0,-1,-1
43.77341263284716,11.24892479787107,102,92,97,0,0,-1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.77322305710653,11.256935299712877,55,0,-1,-1
43.77515788945444,11.251421833090545,40,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77540399408886,11.251582257264912,0.22,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77538957006661,11.251539822656907,0.44,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77536770725147,11.251504004215539,0.67,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77533989555099,11.251477242908392,0.89,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.775308030279795,11.251461362474327,1.11,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.7752742829988,11.25145744513868,1.33,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.775240953528225,11.251465757861403,1.56,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77521031321896,11.251485734144175,1.78,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77518445016305,11.251516012636342,2.00,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77516512689219,11.2515545299087,2.22,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77515366026217,11.25159866107279,2.44,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77515083170952,11.251645398662708,2.67,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.775156833996625,11.25169155758894,2.89,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.775171258075034,11.251733992196945,3.11,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77519312096199,11.251769810638311,3.33,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
43.77522093273073,11.25179657194546,3.56,52,118.28553009033203,0,1,-55,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0,43.775280414170446,11.251636907426924,8,1,-1,-1
